time,voltage
1573662008.1009078,3.3897823
1573662009.4685073,3.3896986
1573662010.8356452,3.3896186
1573662012.2033856,3.3895423
1573662013.5898957,3.3894648
1573662014.9555335,3.3893861
1573662016.322868,3.3893186
1573662017.6910765,3.3892436
1573662019.0588827,3.3891548
1573662020.426522,3.3890898
1573662021.799097,3.3890036
1573662023.1669173,3.3889311
1573662024.5340939,3.3888573
1573662025.9014156,3.3887886
1573662027.2681148,3.3887023
1573662028.6355293,3.3886298
1573662030.0023081,3.3885523
1573662031.3675818,3.3884711
1573662032.7344723,3.3884023
1573662034.1010327,3.3883223
1573662035.4675734,3.3882411
1573662036.83289,3.3881623
1573662038.2000394,3.3880986
1573662039.566806,3.3880198
1573662040.9341068,3.3879548
1573662042.3021612,3.3878698
1573662043.6689065,3.3878035
1573662045.0360448,3.3877248
1573662046.4032388,3.3876635
1573662047.7712922,3.3875873
1573662049.13934,3.3875123
1573662050.5060787,3.3874298
1573662051.8730698,3.387346
1573662053.2398367,3.3872735
1573662054.6079063,3.3871948
1573662055.9752796,3.3871248
1573662057.3430958,3.387051
1573662058.7099164,3.3869748
1573662060.0783987,3.3868973
1573662061.4470572,3.3868223
1573662062.814093,3.3867448
1573662064.181408,3.3866698
1573662065.5510395,3.3865948
1573662066.9186785,3.3865248
1573662068.2868614,3.3864573
1573662069.6541357,3.3863735
1573662071.0209901,3.3862923
1573662072.3892224,3.3862248
1573662073.7568989,3.386146
1573662075.124677,3.3860785
1573662076.491282,3.3859985
1573662077.8586571,3.3859322
1573662079.2259653,3.3858435
1573662080.5937097,3.3857835
1573662081.9609063,3.385706
1573662083.328353,3.3856385
1573662084.6957629,3.3855597
1573662086.062673,3.3854847
1573662087.4308555,3.385406
1573662088.7981877,3.3853335
1573662090.1657653,3.3852535
1573662091.5342517,3.385181
1573662092.9016807,3.3851135
1573662094.2691793,3.3850297
1573662095.6350696,3.3849547
1573662097.0009258,3.3848772
1573662098.3687146,3.3848085
1573662099.735341,3.3847322
1573662101.1024294,3.3846547
1573662102.4697344,3.3845835
1573662103.8373213,3.3845022
1573662105.2048285,3.3844372
1573662106.5721414,3.3843535
1573662107.939144,3.3842785
1573662109.3059466,3.3842022
1573662110.6727104,3.3841234
1573662112.0396843,3.3840472
1573662113.407716,3.3839734
1573662114.7751803,3.3838984
